facilityId,officeNumber,companyId,companyName,name,slug,prefecture,city,ward,area,type,icon,color,desc,tags,address,tel,hours,website,serviceArea,isPublished,contactStatus,updatedAt,createdAt
f000431,4071201364,c000431,,有限会社ふれあい訪問介護,facility-0431,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区野方四丁目６番18号,092-811-5626,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000432,4071200705,c000432,,ホーオンヘルパーステーション,facility-0432,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区野方六丁目18番３号,092-707-7020,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000433,4071204004,c000433,,サザンヘルパーステーション,facility-0433,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区橋本一丁目34番40号,092-811-3314,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000434,4070805397,c000434,,ソーシャルアシスト訪問介護センター,facility-0434,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区福重三丁目14番40-102号,070-1391-3341,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000435,4071204368,c000435,,訪問介護　ココケア,facility-0435,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区福重三丁目26番９号,092-407-3248,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000436,4071204145,c000436,,うめはな訪問介護,facility-0436,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区福重三丁目４番８-206号,080-4621-1204,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000437,4071200952,c000437,,有限会社介護サービスいちばん,facility-0437,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区福重四丁目14番22号ネオハイツ新室見,092-895-3147,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000438,4071404455,c000438,,ＰＤハウス福岡ヘルパーステーション,facility-0438,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区姪の浜２丁目１３番２２号,092-260-9987,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000439,4071202917,c000439,,ヘルパーステーションさわらび,facility-0439,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区姪の浜五丁目３－２７,092-885-9400,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000440,4071202172,c000440,,虹の里訪問介護,facility-0440,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区姪の浜五丁目４番12号,092-892-3270,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000441,4071201745,c000441,,訪問介護事業所ハッピーライフ,facility-0441,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区姪浜駅南４丁目２－２１,092-894-2310,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000442,4071201711,c000442,,ケアワーク九州姪浜第２ステーション,facility-0442,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区姪浜駅南二丁目１番24号２階うちだ屋ビル,092-894-6668,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000443,4071201455,c000443,,さくら・介護ステーション福岡西,facility-0443,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区姪の浜一丁目23番13-101号ＦＵＪＩ．Ｂ．Ｌ．Ｄ,092-894-6655,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000444,4071204319,c000444,,ヘルパーステーション　あかり家,facility-0444,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区姪の浜六丁目１番７-109号ウエストハイツナラサキ,092-894-1771,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000445,4071204418,c000445,,おんがえし訪問介護,facility-0445,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区姪の浜六丁目１番７-209号,090-7998-8008,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000446,4071203782,c000446,,グランユニライフホームヘルパーステーション福岡伊都,facility-0446,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区飯氏940番地１,092-686-8170,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000447,4071204111,c000447,,訪問介護　あさがお,facility-0447,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区飯氏988番地１-207号,092-807-8397,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000448,4071204475,c000448,,ヘルパーステーション翔,facility-0448,福岡県,福岡市,西区,福岡市西区,訪問介護,🏠,emerald,住み慣れたご自宅での生活を支える訪問介護サービスです。,訪問介護|生活援助|身体介護,福岡市西区横浜一丁目９番40号　花ごよみビル203号室,080-4107-4033,,,福岡市西区,true,未接触,2026-05-07,2026-05-07
f000449,4070803293,c000449,,シニアサポート,facility-0449,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区青葉2丁目10番7号ミレニアム青葉102,092-674-5877,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000450,4070800117,c000450,,原土井病院ケアプランサービス,facility-0450,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区青葉七丁目26番1号,092-691-5807,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000451,4070802907,c000451,,にこにこケアプランサービス,facility-0451,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香椎五丁目6番35号,092-410-0025,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000452,4070806171,c000452,,在宅介護相談支援センター クリーンケア,facility-0452,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香椎駅前一丁目17番43-902号,092-692-1776,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000453,4070803913,c000453,,ケアプランセンターケアエイド,facility-0453,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香椎駅前二丁目4番15号,092-210-1818,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000454,4070806163,c000454,,ケアプランサービスえにし,facility-0454,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香椎駅前三丁目17番21-209号鎧坂ハイツ,092-410-4444,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000455,4070805884,c000455,,ケアプランSTORY,facility-0455,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香椎駅前三丁目33番33-504号MJR香椎,092-692-4806,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000456,4070805835,c000456,,ケアプランセンターりあん,facility-0456,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香椎台一丁目14番3号,092-986-0976,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000457,4070804994,c000457,,福岡みらい病院ケアプランセンター,facility-0457,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香椎照葉三丁目5番1号,092-662-3777,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000458,4070806205,c000458,,アップルケア福岡ケアプランセンター,facility-0458,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香椎浜三丁目3番3号,092-662-8377,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000459,4070805868,c000459,,ケアプランセンター 花よりだんご,facility-0459,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香椎浜三丁目3番6-309号,092-201-3477,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000460,4010319061,c000460,,香椎原病院ケアプランセンター,facility-0460,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香椎三丁目3番1号,092-662-1349,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000461,4070805009,c000461,,香住ヶ丘ケアプランセンター,facility-0461,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香住ヶ丘一丁目7番5号,092-674-1027,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000462,4071104956,c000462,,在宅ケアRe’sela,facility-0462,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香住ヶ丘二丁目48番5号,092-410-8679,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000463,4070805629,c000463,,あおぞらの里 香住ヶ丘ケアプランセンター,facility-0463,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区香住ヶ丘三丁目9番3号,092-674-7300,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000464,4070800034,c000464,,光薫寺ビハーラケアプランサービス,facility-0464,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区蒲田五丁目7番2号,092-691-8111,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000465,4070803509,c000465,,ケアプランセンターしか,facility-0465,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区雁の巣一丁目25番2号,092-692-6878,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000466,4070800018,c000466,,奈多介護支援サービス,facility-0466,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区雁の巣一丁目7番25号,092-606-5000,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000467,4070800141,c000467,,介護サービスステーション 和仁会,facility-0467,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区塩浜一丁目4番14-202号,092-605-6160,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000468,4070806130,c000468,,アイリスケアプラン,facility-0468,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区下原一丁目21番11-402号ウィンヒル西立花,092-692-9436,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000469,4070805777,c000469,,アレンジケアプラン,facility-0469,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区下原一丁目21番11-703号ウィンヒル西立花,092-409-9431,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000470,4070800356,c000470,,永野外科ケアサポート,facility-0470,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区高美台二丁目4番27号,092-607-3261,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000471,4070901964,c000471,,社会福祉法人グリーンコープケアプランセンター福岡東,facility-0471,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区多の津五丁目5番1号,092-623-7820,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000472,4070806296,c000472,,かもめケアプラン,facility-0472,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区多の津5丁目23-18 オフィスパレア多の津IIC-1,092-402-3331,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000473,4070806247,c000473,,暖母ケアプランセンター,facility-0473,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区多の津四丁目15番13号,070-6435-8683,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000474,4070802535,c000474,,医療法人輝栄会 みゆきケアプランセンター,facility-0474,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区千早五丁目12番10-401号荒津ビル,092-663-3311,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000475,4070800463,c000475,,なごみ居宅介護支援サービス,facility-0475,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区千早二丁目21番11号,092-674-3335,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000476,4070805264,c000476,,正和ケアプランセンター,facility-0476,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区千早二丁目2番43号2階SANWAビル,092-674-2228,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000477,4070802766,c000477,,テポーレケアプランサービス,facility-0477,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区千早二丁目4番10-103号野仲ビル参号館,092-405-3337,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000478,4070805025,c000478,,あとむケアプラン,facility-0478,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区千早三丁目4番8-107号,092-981-1346,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000479,4070803160,c000479,,ケアプランセンター花うさぎ千早,facility-0479,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区千早四丁目13番27号,092-674-1808,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000480,4070800893,c000480,,木の実介護センター,facility-0480,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区土井二丁目7番10号,092-691-6870,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000481,4070801610,c000481,,ケアプランあかり,facility-0481,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区土井四丁目1番33-402号サンコート土井,092-691-1557,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000482,4070805892,c000482,,ライフケアプラン,facility-0482,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区土井四丁目29番1号1階今井アパート,092-410-6990,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000483,4070804614,c000483,,アップルハート福岡東ケアプランセンター,facility-0483,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区唐原一丁目2番42号,092-672-9670,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000484,4070806338,c000484,,ケアプランセンターこぐま,facility-0484,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区唐原三丁目16-4 ノーベルハウス103号室,090-9498-3280,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000485,4070800067,c000485,,おおな介護支援センター,facility-0485,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区唐原四丁目10番29-101号,092-682-2360,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000486,4070802295,c000486,,ケアプランセンター ラペ名島,facility-0486,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区名島一丁目5番22号,092-663-8133,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000487,4070803137,c000487,,居宅介護支援事業所 シエル名島,facility-0487,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区名島三丁目52番5号,092-673-1800,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000488,4070805413,c000488,,ケアプランひばり,facility-0488,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区奈多一丁目12番52-405号,092-577-6626,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000489,4070806114,c000489,,ケアプランセンター すいれん,facility-0489,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区奈多一丁目12番58-306号,092-410-1558,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000490,4070805983,c000490,,ケアプランセンター 陽なた,facility-0490,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区奈多三丁目3番22号,092-284-3997,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000491,4070805595,c000491,,サードプレイスケアプランセンター,facility-0491,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区箱崎2-10-8 藤野ビル 206号,092-292-6953,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000492,4070801859,c000492,,ケアステーションにしこう 居宅支援センター博多,facility-0492,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区箱崎一丁目28番6号,092-643-8208,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000493,4070806361,c000493,,ケアプランセンター 彩り,facility-0493,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区箱崎一丁目30番17-1号,092-402-5397,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000494,4070804655,c000494,,ケアプランセンターきんしゃい,facility-0494,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区箱崎一丁目31番29号,092-409-2259,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000495,4070804481,c000495,,ライラック ケアプランセンター,facility-0495,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区箱崎三丁目32番11号,092-643-6825,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000496,4070806007,c000496,,ありのままケアプラン,facility-0496,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区箱崎三丁目7番3-1201号プレスタイル箱崎ステーション,092-284-9426,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000497,4070806379,c000497,,訪問看護ステーションそよかぜ,facility-0497,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区八田一丁目4番48号,092-691-7761,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000498,4070806320,c000498,,スマイルケア東ケアプランセンター,facility-0498,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区八田三丁目4番13-101号,092-405-5188,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000499,4070802626,c000499,,ケアポート箱崎ケアプランセンター,facility-0499,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区原田二丁目21番10号,092-707-1250,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000500,4070805199,c000500,,青洲の華ケアサポートSはこざき,facility-0500,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区原田四丁目34番26号,092-260-7843,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000501,4070806023,c000501,,ライズケアプランサービス,facility-0501,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区馬出一丁目16番1-1206号,092-775-0808,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000502,4070804200,c000502,,かもりクリニック ケアプランセンター,facility-0502,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区舞松原一丁目13番8号,092-692-2240,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000503,4070805439,c000503,,ケアサポート デイズ,facility-0503,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区舞松原一丁目1-5-301号,092-710-9822,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000504,4070802451,c000504,,ケアプランセンター香椎ヶ丘,facility-0504,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区舞松原二丁目17番30号,092-681-1777,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000505,4070805249,c000505,,ケアプランみかんず,facility-0505,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区舞松原六丁目16番7-101号,092-410-2917,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000506,4070806122,c000506,,ケアプラン てとて,facility-0506,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区松島二丁目3番31-403号ハイツ松島,092-260-9841,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000507,4070804820,c000507,,カラーズケアプランセンター,facility-0507,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区松島四丁目1番15号,092-983-6320,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000508,4070803871,c000508,,SJR千早ケアプランセンター,facility-0508,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区水谷2丁目50番1号,092-674-3767,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
f000509,4070804051,c000509,,社会福祉法人ふくおか福祉サービス協会 ふくふく東ケアプランセンター,facility-0509,福岡県,福岡市,東区,福岡市東区,居宅介護支援,📝,amber,ケアマネジャーが介護サービス利用の相談・計画作成を支援します。,ケアマネ|介護相談|居宅介護支援,福岡市東区水谷一丁目30番22号,092-674-1155,,,福岡市東区,true,未接触,2026-05-08,2026-05-08
